hour_index,timestamp,global_horizontal_irradiance,direct_normal_irradiance,diffuse_horizontal_irradiance,dry_bulb_temperature,windspeed,albedo,solar_altitude_angle,solar_azimuth_angle,solar_incident_angle,horizon_elevation_angle,tracker_roll_angle,adjusted_ghi,poa_direct_irradiance,poa_diffuse_irradiance,poa_reflected_irradiance,shaded_direct_irradiance,shaded_diffuse_irradiance,shaded_reflected_irradiance,effective_direct_irradiance,effective_diffuse_irradiance,effective_reflected_irradiance,soiled_irradiance,total_irradiance,nameplate_power,avg_cell_temp,module_irradiance_derated_power,module_mpp_power,module_power,optimizer_input_power,optimizer_output_power,optimal_dc_power,optimal_dc_voltage,inverter_overpower_loss,inverter_underpower_loss,inverter_overvoltage_loss,inverter_undervoltage_loss,actual_dc_power,actual_dc_voltage,ac_power,grid_power
3283,5/17/2001 18:00,130,260,76,27.68,1.99,0,11.872285,285.68118,85.717636,0,,130,19.59977,64.30572,1.2179987,19.59977,62.020546,0.14110024,7.4558144,59.620853,0.10632198,68.12355,68.120895,291349.2,29.334711,265750.7,260546.39,250353.2,0,0,250194.11,999.15234,0,0,0,-254.33496,250448.44,1000.44073,246691.72,245458.25
3284,5/17/2001 19:00,1,0,1,27.47,1.99,0,0.064463705,293.5048,90,0,,1,0,0.9986514,0.009369222,0,0.96316326,0.001085386,0,0.9258966,0.000817861,0.93968844,0.9396454,4018.8308,27.492825,2014.9772,1993.5273,1951.4994,0,0,1951.4817,731.34094,0,0,0,1200.6079,750.8738,879.99945,739.6107,735.9126587
3285,5/17/2001 20:00,0,0,0,26.53,1.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,5/17/2001 21:00,0,0,0,25.59,2.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,5/17/2001 22:00,0,0,0,24.64,2.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,5/17/2001 23:00,0,0,0,23.86,2.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,5/18/2001 0:00,0,0,0,23.07,3.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,5/18/2001 1:00,0,0,0,22.28,3.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,5/18/2001 2:00,0,0,0,21.68,3.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,5/18/2001 3:00,0,0,0,21.08,2.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,5/18/2001 4:00,0,0,0,20.47,2.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,5/18/2001 5:00,3,19,2,20.23,2.16,0,-2.390003,64.59123,90,0,,3,0,1.5679623,0.028107664,0,1.512243,0,0,1.4537314,0,1.4740837,1.474044,6304.3984,20.265806,3717.695,3804.5127,3708.829,0,0,3708.7764,807.9763,0,0,0,670.12164,3038.6548,879.9995,2993.075,2978.109619
3295,5/18/2001 6:00,85,120,65,19.98,2.82,0,9.288628,72.5636,88.77897,0,,85,2.6404462,53.388283,0.7963838,2.6404462,51.491074,0.09225785,0,49.498783,0.06951822,50.262257,50.260506,214962.17,21.200867,192784.53,196157.94,188485.17,0,0,188398.44,1017.8019,0,0,0,0,188398.44,1017.8019,185572.47,184644.6094
3296,5/18/2001 7:00,288,445,125,19.73,2.82,0,21.471796,79.99134,74.72836,0,,288,117.29073,115.00687,2.6983356,117.29073,110.919975,0.31259128,100.89014,106.628265,0.23554409,210.6625,210.658,900973.56,24.847048,867154.9,867663.56,834658.75,0,0,833132.1,1072.5527,0,0,0,0,833132.1,1072.5527,820635.1,816531.9375
3297,5/18/2001 8:00,509,665,137,21.29,2.82,0,33.935932,87.52068,60.60731,0,,509,327.0394,136.60287,4.768934,327.0394,131.74855,0.5524617,310.0739,126.65094,0.41629148,443.2611,443.25598,1895782.8,32.057037,1872273.2,1819933.8,1754508.9,0,0,1747724.2,1065.4894,0,0,0,0,1747724.2,1065.4894,1721508.4,1712900.75
3298,5/18/2001 9:00,695,744,156,22.85,3.45,0,46.467438,96.10356,46.527397,0,,695,511.5101,161.34874,6.5116086,511.5101,155.61504,0.75434357,499.9123,149.594,0.5684137,659.1758,659.1713,2819228.8,38.861813,2809183.5,2658336.5,2566239.8,0,0,2551281,1048.9551,0,0,0,0,2551281,1048.9551,2513011.8,2500446.75
3299,5/18/2001 10:00,835,756,189,24.4,3.45,0,58.742344,107.75035,32.68992,0,,835,635.9971,198.8754,7.8233,635.9971,191.80814,0.9062977,630.0122,184.38672,0.68291426,826.493,826.4866,3534828,44.47603,3532203.2,3268420.5,3149778.5,0,0,3126455.8,1028.414,0,0,0,0,3126455.8,1028.414,3079558.8,3064161
3300,5/18/2001 11:00,927,759,215,25.23,3.45,0,69.88493,128.3099,19.758535,0,,927,713.6089,228.24826,8.685268,713.6089,220.1372,1.0061532,711.3768,211.61967,0.75815755,936.6872,936.6801,4006125,47.982708,4005803,3654504.2,3526608.2,0,0,3496686.8,1012.87897,0,0,0,0,3496686.8,1012.87897,3444236.5,3427015.25
3301,5/18/2001 12:00,991,778,237,26.06,4.58,0,76.3467,173.39369,11.538012,0,,991,760.24646,251.58145,9.284899,760.24646,242.64124,1.0756179,759.4625,233.25298,0.8105007,1007.43536,1007.42487,4308712.5,50.53113,4308560,3889873.5,3767813.5,0,0,3733008.8,1005.2386,102062.92,0,0,0,3629391.8,1038.7588,3574950.8,3557076
3302,5/18/2001 13:00,792,463,352,26.89,4.58,0,71.9593,224.57713,17.257984,0,,792,441.91666,361.84753,7.420423,441.91666,348.9889,0.85962605,440.87497,335.48584,0.64774626,787.88666,787.8646,3369662,46.027843,3365698,3093696,2991189.2,0,0,2969909,1022.58307,0,0,0,0,2969909,1022.58307,2925360.2,2910733.5
3303,5/18/2001 14:00,859,712,234,27.23,4.58,0,61.369125,248.90154,29.728542,0,,859,618.34906,243.79822,8.0481615,618.34906,235.13458,0.93234694,613.6631,226.03677,0.70254296,852.1681,852.15704,3644625.2,47.929577,3642747,3322793.2,3214370,0,0,3189343.5,1013.6295,0,0,0,0,3189343.5,1013.6295,3141503.2,3125795.75
3304,5/18/2001 15:00,739,782,147,27.57,3.81,0,49.235565,261.774,43.454544,0,,739,567.39435,152.58205,6.9238544,567.39435,147.15987,0.8021006,556.68304,141.46597,0.60439956,708.53595,708.52795,3030338,44.7807,3022891.5,2791984.8,2694609.2,0,0,2677395.5,1025.8278,0,0,0,0,2677395.5,1025.8278,2637234.5,2624048.25
3305,5/18/2001 16:00,555,688,143,27.9,3.81,0,36.732132,270.8014,57.49981,0,,555,370.13538,143.83029,5.199918,370.13538,138.71913,0.60238945,354.19827,133.35182,0.4539131,494.8361,494.8324,2116378.8,39.91986,2096189.5,1973128.4,1903914.2,0,0,1895497.8,1038.3835,0,0,0,0,1895497.8,1038.3835,1867065.4,1857730
3306,5/18/2001 17:00,345,552,118,27.64,3.81,0,24.243488,278.46902,71.61553,0,,345,174.35776,112.64214,3.2323813,174.35776,108.63928,0.3744583,155.4342,104.435814,0.2821622,263.7943,263.79083,1128219.5,34.047688,1095446.9,1054881,1017595.8,0,0,1015185.44,1041.9814,0,0,0,0,1015185.44,1041.9814,999957.7,994957.875
3307,5/18/2001 18:00,142,322,75,27.38,4.04,0,11.99377,285.86642,85.680626,0,,142,24.283155,62.570892,1.3304294,24.283155,60.34737,0.15412487,9.376456,58.012413,0.11613632,68.45007,68.4477,292747.97,29.042648,267094.7,262219.7,252655.28,0,0,252495.08,1003.36536,0,0,0,0,252495.08,1003.36536,248707.66,247464.1094
3308,5/18/2001 19:00,10,87,5,27.13,4.04,0,0.19893956,293.6763,90,0,,10,0,3.7966783,0.09369221,0,3.6617591,0.010853864,0,3.5200787,0.008178614,3.577653,3.577563,15301.076,27.216902,10869.765,10740.849,10430.201,0,0,10429.819,843.25244,0,0,0,867.931,9561.888,879.9992,9418.46,9371.367188
3309,5/18/2001 20:00,0,0,0,26.11,4.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,5/18/2001 21:00,0,0,0,25.09,3.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,5/18/2001 22:00,0,0,0,24.08,3.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,5/18/2001 23:00,0,0,0,23.36,3.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,5/19/2001 0:00,0,0,0,22.64,3.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,5/19/2001 1:00,0,0,0,21.92,3.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,5/19/2001 2:00,0,0,0,21.11,3.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,5/19/2001 3:00,0,0,0,20.29,4.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,5/19/2001 4:00,0,0,0,19.48,4.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,5/19/2001 5:00,2,8,2,19.27,4.83,0,-2.2698195,64.41202,90,0,,2,0,1.9696802,0.018738443,0,1.8996855,0,0,1.826183,0,1.8517495,1.8516895,7919.599,19.31498,4961.4966,5106.1587,4969.293,0,0,4969.2026,831.37024,0,0,0,482.36047,4486.8423,879.99945,4419.5396,4397.441895
3319,5/19/2001 6:00,73,49,65,19.07,3.13,0,9.393872,72.3731,88.758415,0,,73,1.062024,65.67844,0.68395317,1.062024,63.344486,0.07923321,0,60.893566,0.059703883,61.806614,61.804825,264335.22,20.57129,239834.92,244649.23,234877.25,0,0,234746.23,1033.2365,0,0,0,0,234746.23,1033.2365,231225.05,230068.9219
3320,5/19/2001 7:00,271,318,154,18.87,3.13,0,21.566523,79.78362,74.726234,0,,271,83.849396,139.73044,2.539059,83.849396,134.76497,0.2941397,72.12702,129.55064,0.22164044,204.72589,204.72224,875590.5,23.842857,841740.56,845738.3,814441.3,0,0,812992.06,1073.276,0,0,0,0,812992.06,1073.276,800797.1,796793.1875
3321,5/19/2001 8:00,197,8,193,20.1,3.13,0,34.02515,87.28481,60.624035,0,,197,3.5066202,177.60011,1.8457366,3.5066202,171.28891,0.21382113,3.3245256,164.6614,0.1611187,170.50111,170.49867,729214.44,24.241547,695624.56,697811,669548.3,0,0,668548.9,1063.8325,0,0,0,0,668548.9,1063.8325,658520.6,655228.0625
3322,5/19/2001 9:00,247,9,240,21.34,5.94,0,46.558083,95.82067,46.566216,0,,247,6.628285,222.65007,2.3141978,6.628285,214.73796,0.26809046,6.477653,206.42934,0.20201176,216.09253,216.08287,924176,26.588821,890407.5,884494.25,847735.4,0,0,846144.25,1067.4823,0,0,0,0,846144.25,1067.4823,833452.06,829284.8125
3323,5/19/2001 10:00,160,2,158,22.58,5.94,0,58.84679,107.38869,32.75993,0,,160,1.9653144,146.64233,1.4990754,1.9653144,141.43123,0.17366183,1.9467286,135.95898,0.13085783,139.96909,139.96175,598610.94,25.979778,566019.06,563629.5,541755.8,0,0,541078.56,1048.3927,0,0,0,0,541078.56,1048.3927,532962.4,530297.5625
3324,5/19/2001 11:00,572,161,421,23.53,5.94,0,70.03006,127.84983,19.885086,0,,572,151.0811,413.9365,5.3591948,151.0811,399.2268,0.620841,150.60214,383.77997,0.46781674,542.3378,542.32635,2319495,36.703545,2302374.8,2196886.2,2119450.8,0,0,2109265.8,1049.9869,0,0,0,0,2109265.8,1049.9869,2077626.8,2067238.625
3325,5/19/2001 12:00,930,581,366,24.48,5.41,0,76.55817,173.25163,11.751213,0,,930,567.7314,376.9606,8.713376,567.7314,363.5649,1.0094094,567.1237,349.4979,0.7606111,930.2256,930.2098,3978464.2,47.07552,3978067.5,3642868.2,3522885.5,0,0,3493113.2,1017.04895,0,0,0,0,3493113.2,1017.04895,3440716.5,3423513
3326,5/19/2001 13:00,155,3,152,25.44,5.41,0,72.132904,224.98216,17.386307,0,,155,3.0080094,141.46141,1.4522293,3.0080094,136.43442,0.1682349,3.0008087,131.1555,0.12676851,136.16306,136.16025,582352,28.747437,549948.94,541104.8,520060.66,0,0,519425.3,1037.2983,0,0,0,0,519425.3,1037.2983,511633.94,509075.75
3327,5/19/2001 14:00,140,0,140,25.38,5.41,0,61.4975,249.25856,29.786516,0,,140,0,129.90315,1.3116909,0,125.2869,0.1519541,0,120.439316,0.1145006,122.24157,122.23648,522798.25,28.349222,491219.62,484097.56,465227.53,0,0,464713.34,1033.1816,0,0,0,0,464713.34,1033.1816,457742.66,455453.9375
3328,5/19/2001 15:00,122,0,122,25.32,3.44,0,49.346874,262.0531,43.476917,0,,122,0,112.84084,1.143045,0,108.83092,0.13241714,0,104.62004,0.09977909,106.1859,106.181015,454132.56,27.899218,423809.34,418434.6,402578.56,0,0,402190.34,1027.3894,0,0,0,0,402190.34,1027.3894,396157.5,394176.6875
3329,5/19/2001 16:00,498,444,232,25.27,3.44,0,36.83997,271.03098,57.4986,0,,498,238.37802,224.67387,4.665872,238.37802,216.68985,0.54052246,228.1148,208.3057,0.407295,442.9434,442.93634,1894412.9,36.029278,1870883.5,1789170.2,1725193.9,0,0,1718348.5,1047.8103,0,0,0,0,1718348.5,1047.8103,1692573.2,1684110.375
3330,5/19/2001 17:00,201,68,173,24.79,3.44,0,24.355104,278.66797,71.59517,0,,201,21.436983,174.42653,1.8832135,21.436983,168.22809,0.21816267,19.113993,161.71902,0.16439015,183.53137,183.52576,784932,29.247982,751149.56,737743.56,709163.4,0,0,707997.25,1044.5309,0,0,0,0,707997.25,1044.5309,697377.3,693890.375
3331,5/19/2001 18:00,70,4,69,24.32,3.78,0,12.114042,286.04578,85.642265,0,,70,0.36207044,61.635635,0.65584546,0.36207044,59.445347,0.07597705,0.14191784,57.14529,0.0572503,58.14728,58.145065,248683.56,25.73239,224872.66,224118.62,215759.25,0,0,215643.83,1009.33374,0,0,0,0,215643.83,1009.33374,212409.17,211347.125
3332,5/19/2001 19:00,2,0,2,23.84,3.78,0,0.3318842,293.842,90,0,,2,0,1.9729943,0.018738443,0,1.9028819,0.002170773,0,1.8292557,0.001635723,1.8565239,1.8564553,7939.9673,23.885096,4977.3257,5005.893,4876.3125,0,0,4876.2207,811.72955,0,0,0,912.13306,3964.0876,879.9997,3904.6265,3885.103271
3333,5/19/2001 20:00,0,0,0,23.55,3.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,5/19/2001 21:00,0,0,0,23.27,4.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,5/19/2001 22:00,0,0,0,22.98,4.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,5/19/2001 23:00,0,0,0,22.79,4.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,5/20/2001 0:00,0,0,0,22.59,4.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,5/20/2001 1:00,0,0,0,22.39,4.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,5/20/2001 2:00,0,0,0,21.94,4.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,5/20/2001 3:00,0,0,0,21.48,3.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,5/20/2001 4:00,0,0,0,21.03,3.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,5/20/2001 5:00,1,0,1,20.41,3.87,0,-2.1546693,64.23609,90,0,,1,0,1.0001225,0.009369222,0,0.96458215,0,0,0.9272606,0,0.94024223,0.9402191,4021.2502,20.432838,2016.7213,2054.9417,2010.5171,0,0,2010.4998,763.6895,0,0,0,704.16473,1306.335,879.9997,1286.74,1280.306274
3343,5/20/2001 6:00,23,0,23,19.78,5.71,0,9.494241,72.18619,88.74078,0,,23,0,21.783648,0.21549208,0,21.009542,0.024963887,0,20.196644,0.018810812,20.49847,20.49777,87667.664,20.277908,74262.09,75988.2,70241,0,0,70504.805,919.65283,0,0,0,-998.2919,71503.09,936.5588,70430.55,70078.39063
3344,5/20/2001 7:00,192,102,154,19.16,5.71,0,21.656425,79.57986,74.72676,0,,192,27.124573,139.02966,1.7988905,27.124573,134.0891,0.2083942,23.332308,128.90092,0.15702939,154.52373,154.52045,660875.2,22.913425,627701.5,633224,606430.4,0,0,605608.7,1062.1855,0,0,0,0,605608.7,1062.1855,596524.56,593541.9375
3345,5/20/2001 8:00,424,320,244,19.52,5.71,0,34.109463,87.05334,60.64314,0,,424,157.36162,230.73438,3.97255,157.36162,222.53499,0.46020386,149.1805,213.92468,0.34677324,368.54028,368.5322,1576196.9,28.471931,1548175.4,1526590.9,1469068.8,0,0,1464339.4,1073.5679,0,0,0,0,1464339.4,1073.5679,1442374.2,1435162.375
3346,5/20/2001 9:00,565,307,342,19.88,3.14,0,46.64355,95.54271,46.60709,0,,565,210.70163,331.29922,5.29361,210.70163,319.52615,0.61324334,205.90175,307.16306,0.4620917,520.7163,520.6969,2226998,32.528133,2208485,2143211,2064901,0,0,2055571.8,1068.9996,0,0,0,0,2055571.8,1068.9996,2024738.1,2014614.5
3347,5/20/2001 10:00,274,32,247,20.24,3.14,0,58.94547,107.032036,32.831455,0,,274,26.482878,247.22362,2.5671666,26.482878,238.43826,0.29739588,26.231165,229.21263,0.22409403,259.24722,259.23764,1108744.6,26.537088,1075838.9,1069005.2,1028034.3,0,0,1025703.56,1070.2621,0,0,0,0,1025703.56,1070.2621,1010318,1005266.375
3348,5/20/2001 11:00,606,204,414,21.28,3.14,0,70.1685,127.39074,20.01166,0,,606,191.78133,406.7975,5.677748,191.78133,392.34152,0.65774417,191.16516,377.16107,0.49562404,576.78534,576.7675,2466806.2,35.290134,2451867.8,2353411.8,2265501.8,0,0,2254052.8,1059.322,0,0,0,0,2254052.8,1059.322,2220242,2209140.75
3349,5/20/2001 12:00,766,349,427,22.31,4.17,0,76.7637,173.09866,11.959141,0,,766,340.69305,429.49118,7.1768236,340.69305,414.22873,0.831406,340.31512,398.20142,0.62648183,749.491,749.481,3205501.2,40.51547,3199964,3008750.8,2903317,0,0,2883985.2,1042.5525,0,0,0,0,2883985.2,1042.5525,2840725.5,2826522
3350,5/20/2001 13:00,787,443,366,23.35,4.17,0,72.30261,225.37772,17.51097,0,,787,421.43484,374.64725,7.373577,421.43484,361.33377,0.8541991,420.41092,347.35306,0.6436569,779.16534,779.1568,3332413.8,42.276333,3328115,3107082,2997201.8,0,0,2976244.5,1031.665,0,0,0,0,2976244.5,1031.665,2931600.8,2916942.75
3351,5/20/2001 14:00,646,257,420,23.72,4.17,0,61.623566,249.60619,29.841925,0,,646,222.80396,415.50632,6.052517,222.80396,400.74088,0.70115966,221.10097,385.2354,0.5283385,615.36084,615.34753,2631816.8,38.667267,2619237.2,2480055.5,2392033.5,0,0,2379055.2,1049.1805,0,0,0,0,2379055.2,1049.1805,2343369.2,2331652.5
3352,5/20/2001 15:00,471,154,354,24.08,3.09,0,49.456696,262.32428,43.497124,0,,471,111.6873,339.7274,4.4129033,111.6873,327.6548,0.511217,109.57344,314.9772,0.38521272,430.88495,430.87546,1842825.9,34.546314,1818536.5,1749656.2,1683044.4,0,0,1676654.4,1056.2809,0,0,0,0,1676654.4,1056.2809,1651504.5,1643247
3353,5/20/2001 16:00,417,242,271,24.45,3.09,0,36.946648,271.25366,57.495514,0,,417,130.52597,254.73334,3.9069653,130.52597,245.68112,0.45260614,124.90728,236.17525,0.3410482,366.4835,366.47693,1567410,33.352,1539273,1487762.5,1435412.2,0,0,1430735.1,1054.2562,0,0,0,0,1430735.1,1054.2562,1409274.1,1402227.75
3354,5/20/2001 17:00,337,430,159,24.29,3.09,0,24.465609,278.8607,71.573204,0,,337,135.85638,147.45802,3.1574275,135.85638,142.21794,0.36577523,121.15925,136.71526,0.2756193,261.76422,261.762,1119542.8,30.648405,1086709.8,1061562.8,1020527,0,0,1018176.25,1055.9287,0,0,0,0,1018176.25,1055.9287,1002903.56,997889.0625
3355,5/20/2001 18:00,131,217,85,24.13,3.64,0,12.23305,286.21924,85.60261,0,,131,16.645477,71.45457,1.227368,16.645477,68.91535,0.14218563,6.6229897,66.24888,0.10713985,74.00072,73.99754,316484,25.927458,289957.3,288744.16,277067.3,0,0,276882.03,1022.32965,0,0,0,0,276882.03,1022.32965,272728.78,271365.1563
3356,5/20/2001 19:00,1,0,1,23.97,3.64,0,0.4632281,294.0019,90,0,,1,0,1.0004541,0.009369222,0,0.9649018,0.001085386,0,0.9275679,0.000817861,0.9413832,0.94133335,4026.0461,23.992867,2020.1952,2028.7338,1985.5867,0,0,1985.5691,745.6636,0,0,0,911.3063,1074.2628,880,1058.1489,1052.858154
3357,5/20/2001 20:00,0,0,0,23.56,3.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,5/20/2001 21:00,0,0,0,23.16,3.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,5/20/2001 22:00,0,0,0,22.75,3.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,5/20/2001 23:00,0,0,0,22.56,3.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,5/21/2001 0:00,0,0,0,22.38,4.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,5/21/2001 1:00,0,0,0,22.19,4.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,5/21/2001 2:00,0,0,0,21.84,4.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,5/21/2001 3:00,0,0,0,21.5,4.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,5/21/2001 4:00,0,0,0,21.15,4.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,5/21/2001 5:00,1,0,1,20.95,4.41,0,-2.0445688,64.06353,90,0,,1,0,1.0000209,0.009369222,0,0.9644841,0,0,0.92716634,0,0.9401467,0.94012254,4020.8425,20.972836,2016.4298,2050.176,2006.2063,0,0,2006.189,761.3555,0,0,0,731.4481,1274.7408,879.99976,1255.6198,1249.341553
3367,5/21/2001 6:00,42,0,42,20.76,6.85,0,9.589728,72.00297,88.72604,0,,42,0,38.224728,0.3935073,0,36.86637,0.04558623,0,35.439938,0.03435018,35.97093,35.969475,153839.88,21.633726,135248.16,137398.6,128862.516,0,0,129831.32,972.6591,0,0,0,-59.112717,129890.43,978.5088,127942.07,127302.3594
3368,5/21/2001 7:00,124,0,124,20.56,6.85,0,21.741516,79.38015,74.7299,0,,124,0,112.67039,1.1617835,0,108.66652,0.13458791,0,104.462006,0.101414815,106.027306,106.02507,453465.1,23.13543,423157.3,426583.9,409555.8,0,0,409170.34,1049.0471,0,0,0,0,409170.34,1049.0471,403032.8,401017.625
3369,5/21/2001 8:00,144,0,144,21.4,6.85,0,34.1889,86.826416,60.664555,0,,144,0,132.61977,1.3491678,0,127.90699,0.15629564,0,122.958015,0.11777204,124.79885,124.793655,533735.1,24.431337,501987.9,503194.6,482468.62,0,0,481932.28,1048.6565,0,0,0,-13.294127,481945.6,1048.7046,474716.4,472342.8125
3370,5/21/2001 9:00,141,0,141,22.25,6.08,0,46.72388,95.26988,46.649918,0,,141,0,130.40726,1.3210602,0,125.773094,0.15303949,0,120.90669,0.11531846,122.71632,122.71068,524829.4,25.230736,493217.16,492705.75,473662.78,0,0,473143.44,1045.5046,0,0,0,0,473143.44,1045.5046,466046.28,463716.0625
3371,5/21/2001 10:00,330,16,316,23.1,6.08,0,59.038425,106.680756,32.904346,0,,330,13.707207,295.2421,3.0918431,13.707207,284.75037,0.3581775,13.576252,273.73282,0.26989427,291.60507,291.59668,1247142.5,30.183115,1215361.2,1189716.9,1144830,0,0,1141870.8,1058.6649,0,0,0,0,1141870.8,1058.6649,1124742.8,1119119
3372,5/21/2001 11:00,479,72,411,23.97,6.08,0,70.30027,126.93327,20.138023,0,,479,67.81177,427.57416,4.487857,67.81177,412.37985,0.5199001,67.59099,396.42407,0.3917556,470.9085,470.89478,2013997.1,35.408398,1992259.1,1910417.1,1838643.9,0,0,1830982.8,1053.9203,0,0,0,0,1830982.8,1053.9203,1803518,1794500.5
3373,5/21/2001 12:00,318,30,289,24.84,7.04,0,76.963234,172.93465,12.16171,0,,318,29.099167,292.15915,2.9794123,29.099167,281.77698,0.34515288,29.065763,270.87448,0.26007992,304.40314,304.39267,1301872.1,32.233936,1270622.6,1233352.2,1187297.2,0,0,1184110.6,1055.7577,0,0,0,0,1184110.6,1055.7577,1166349,1160517.25
3374,5/21/2001 13:00,582,163,427,25.71,7.04,0,72.46843,225.76326,17.63184,0,,582,154.91408,420.027,5.4528866,154.91408,405.1009,0.6316949,154.53226,389.42676,0.47599536,552.0571,552.04236,2361057.2,39.11954,2344558.2,2215095.2,2138239.2,0,0,2127737.5,1042.1605,0,0,0,0,2127737.5,1042.1605,2095821.5,2085342.375
3375,5/21/2001 14:00,772,498,333,25.92,7.04,0,61.74734,249.94412,29.894688,0,,772,432.05975,336.88358,7.233039,432.05975,324.91205,0.83791834,428.74417,312.34058,0.631389,752.10016,752.0916,3216642.5,44.18892,3211226.8,2973957.8,2874155,0,0,2854690.5,1028.8495,0,0,0,0,2854690.5,1028.8495,2811870.2,2797810.75
3376,5/21/2001 15:00,621,421,301,26.12,6.64,0,49.56502,262.58737,43.515125,0,,621,304.88593,298.2701,5.8182864,304.88593,287.67078,0.674025,299.1092,276.54022,0.50789195,584.2235,584.2139,2498644.8,40.31103,2484170.2,2335880,2248423.8,0,0,2236742.8,1040.645,0,0,0,0,2236742.8,1040.645,2203191.5,2192175.5
3377,5/21/2001 16:00,360,136,278,26.33,6.64,0,37.052147,271.46945,57.49054,0,,360,73.14016,261.0195,3.3729196,73.14016,251.74388,0.3907391,69.99265,242.00342,0.2944301,316.66257,316.6569,1354325.9,34.021843,1323626,1275328.9,1228251,0,0,1224792.2,1047.8821,0,0,0,0,1224792.2,1047.8821,1206420.4,1200388.25
3378,5/21/2001 17:00,181,29,169,25.93,6.64,0,24.57496,279.04712,71.54965,0,,181,9.131869,170.10313,1.695829,9.131869,164.05833,0.19645494,8.14575,157.7106,0.14803292,168.32845,168.32309,719911.25,30.018698,686365.25,671813.7,646515,0,0,645542.5,1040.865,0,0,0,0,645542.5,1040.865,635859.4,632680.125
3379,5/21/2001 18:00,67,0,67,25.54,5.98,0,12.350735,286.38672,85.56168,0,,67,0,60.075333,0.6277378,0,57.940495,0.07272089,0,55.69866,0.054796714,56.534008,56.53237,241785.27,26.913218,218291.38,216375.58,208066.92,0,0,207957.66,1001.77234,0,0,0,0,207957.66,1001.77234,204838.28,203814.0938
3380,5/21/2001 19:00,2,0,2,25.15,5.98,0,0.59290075,294.1559,90,0,,2,0,1.9774542,0.018738443,0,1.9071832,0.002170773,0,1.8333906,0.001635723,1.8607167,1.860667,7958.0146,25.195196,4991.3535,4986.2466,4862.681,0,0,4862.5884,805.3539,0,0,0,1087.3217,3775.2666,879.9994,3718.6377,3700.044434
3381,5/21/2001 20:00,0,0,0,24.4,5.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,5/21/2001 21:00,0,0,0,23.64,4.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,5/21/2001 22:00,0,0,0,22.89,4.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,5/21/2001 23:00,0,0,0,22.57,4.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
